stressor,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Domestic Extraction Used - Primary Crops - Pineapples,13058.617,12869.848,13293.865,13057.335,14895.725,15140.421000000002,15764.49,15831.907999999998,16176.857999999998,16850.433999999997,17761.103000000003,19784.992,20085.165999999997,19729.995000000003,19967.884,21044.892,22876.014000000003,24160.199,24785.763
Domestic Extraction Used - Primary Crops - Pistachios,395.704,435.65099999999995,544.101,330.779,475.59799999999996,376.816,431.624,517.586,542.037,444.10999999999996,514.3589999999999,594.3699999999999,686.471,806.0840000000001,817.4100000000001,947.1970000000001,937.5169999999999,1024.149,916.921
Domestic Extraction Used - Primary Crops - Plantains,28231.683,29190.732,29424.787,29821.878,29592.446,30248.396,31296.613,32269.862,32234.621,32676.923000000003,33242.611,33877.734,35108.294,35193.478,35633.471,36337.077999999994,37105.922,37777.153,37877.805
Domestic Extraction Used - Primary Crops - Plums,6234.143000000001,7900.990999999999,7849.3690000000015,7361.898999999999,8107.070999999999,8532.010999999999,8610.613999999998,8452.498,9872.439999999999,9637.532000000001,9945.675000000003,10493.731,9622.368999999999,10303.662,10898.372,10667.427,10996.946000000002,10708.208,11528.337
"Domestic Extraction Used - Primary Crops - Pome fruit, nes",0.0,0.0,0.0,0.0,0.0,39.5,40.0,42.0,43.1,43.0,47.9,69.50200000000001,70.3,75.5,81.4,91.2,100.12,110.25,120.3
Domestic Extraction Used - Primary Crops - Poppy Seed,70.23700000000001,25.752000000000002,42.370999999999995,67.36499999999998,79.831,41.493,56.688,51.917,88.96,65.71,76.88399999999999,81.508,67.08300000000001,89.79899999999999,99.51299999999999,98.13699999999997,108.025,44.400000000000006,64.522
Domestic Extraction Used - Primary Crops - Potatoes,286211.86700048,312065.60500016995,303689.15700047003,301123.38500005996,299890.59000046004,327600.195,311236.88800000004,316440.57200000004,314758.48600000003,336198.28400000004,326692.819,307353.515,323911.54600000003,329921.50899999996,334734.461,333617.25100000005,375076.702,370594.69399999996,376452.5239999999
Domestic Extraction Used - Primary Crops - Pulses nec,3578.908,3135.6949999999997,3336.007,3201.9849999999997,3189.8599999999997,3290.429,3580.0650000000005,3777.2460000000005,3529.3049999999994,3503.0090000000005,3225.4000000000005,3239.4439999999995,3213.3779999999997,3246.7870000000003,3366.7699999999995,3505.0270000000005,3672.958,5111.236,4965.075999999999
"Domestic Extraction Used - Primary Crops - Pumpkins, Squash, Gourds",14142.283999999998,15014.338,15537.127,16042.478,16454.095,17795.384000000002,18198.579,18991.153000000002,20491.909000000003,20669.557,20368.874,21018.499,21553.843999999997,21861.224000000002,22448.403,23169.632,24344.678999999996,24683.911,24679.859999999993
"Domestic Extraction Used - Primary Crops - Pyrethrum, Dried Flowers",14.347,11.368,9.333,10.79,14.459999999999999,12.02,12.504999999999999,13.21,11.91,11.614999999999998,11.915000000000001,13.719999999999999,13.02,13.754999999999999,8.376,5.886,7.4590000000000005,8.061,8.471
Domestic Extraction Used - Primary Crops - Quinces,315.006,349.124,348.32500000000005,393.28299999999996,406.80800000000005,424.2579999999999,430.11499999999995,425.902,452.567,428.605,468.6689999999999,465.98900000000003,468.289,472.861,502.706,528.987,575.277,591.1009999999999,630.3249999999999
Domestic Extraction Used - Primary Crops - Quinoa,32.995,40.123,50.358,49.4,51.849,52.626,45.886,54.846,55.54,52.326,58.443,57.962,59.115,57.777,74.353,78.7,82.941,90.795,103.418
Domestic Extraction Used - Primary Crops - Ramie,154.269,148.638,143.089,126.944,124.107,165.244,201.149,242.979,248.996,259.036,281.53700000000003,291.545,296.096,255.20399999999998,215.665,193.87499999999997,163.228,134.74200000000002,124.25800000000001
Domestic Extraction Used - Primary Crops - Rapeseed,34179.844,30412.724000000006,35047.765999999996,35747.783,43185.705000000016,39526.176999999996,35925.14499999999,34390.763000000006,36775.505000000005,46538.71,49993.97000000001,47999.05599999998,51379.07899999999,57930.776,62594.09799999999,60094.25800000001,62746.44500000001,64648.59300000001,72699.60800000001
Domestic Extraction Used - Primary Crops - Raspberries,320.86100000000005,321.242,318.885,354.215,396.672,408.7000000000001,432.30799999999994,472.29999999999995,446.5139999999999,516.8299999999999,511.53800000000007,519.4639999999999,502.65600000000006,468.58000000000004,503.1360000000001,524.7720000000002,605.4390000000001,573.6790000000001,578.233
Domestic Extraction Used - Primary Crops - Rice,547430.5360000002,568914.0049999999,576990.4569999999,579193.2340000002,610948.0310000001,598898.632,599447.397,571058.209,586695.041,607575.6009999998,634279.0229999999,640924.2860000001,656781.512,688035.2519999997,686928.0719999999,701974.9979999999,722718.6319999999,734906.2590000001,740902.5320000001
"Domestic Extraction Used - Primary Crops - Roots and Tubers, nes",6330.860000000001,6398.859,6529.282999999999,6806.93,7055.0,7239.675,7489.040999999999,7712.094,7924.06,8308.419,8523.029,8863.393,8968.05,8868.59,8696.769,8862.156,9492.988,9864.978,9876.723000000002
Domestic Extraction Used - Primary Crops - Rye,23223.185,23427.00600000001,25332.325000000004,21125.563000000006,20203.148,20116.038,23338.451,20933.769000000004,14610.093999999997,17695.401,15164.552999999998,12650.215000000002,15174.162000000004,18128.21,18293.688000000002,11960.960000000001,13009.933999999997,14538.094000000006,16686.795000000002
Domestic Extraction Used - Primary Crops - Safflower Seed,842.234,872.354,888.301,602.823,830.641,625.183,550.4799999999999,546.125,706.6009999999999,655.7040000000001,587.0409999999999,534.9279999999999,627.249,629.3480000000001,652.9259999999999,652.7739999999999,673.0269999999999,837.311,670.3190000000001
Domestic Extraction Used - Primary Crops - Sesame Seed,2519.946,2782.1569999999997,2568.683,2552.225,2582.9210000000003,2774.904,3118.005,2830.5809999999997,3196.4640000000004,3469.093,3471.66,3664.049,3744.073,3820.6219999999994,3965.6960000000004,4388.495,4733.914999999999,5293.311,4847.920999999999
Domestic Extraction Used - Primary Crops - Sisal,319.144,293.783,339.799,282.90500000000003,347.09999999999997,407.211,299.753,284.35499999999996,305.868,325.579,330.693,366.145,370.124,370.37300000000005,394.14199999999994,388.6719999999999,411.102,207.502,281.553
Domestic Extraction Used - Primary Crops - Sorghum,54573.311,71570.019,59802.736000000004,61448.076,60076.018000000004,55866.128,59850.628000000004,53496.439,59037.42999999999,58116.875000000015,59633.118,57771.600000000006,62809.537000000004,66524.443,56937.34599999999,60063.55400000001,57039.244999999995,56476.95100000001,62295.138000000006
Domestic Extraction Used - Primary Crops - Sour Cherries,1020.8299999999999,1149.1609999999998,1069.365,994.9240000000001,985.8359999999999,1127.4529999999997,1123.956,972.6049999999999,1129.69,1238.886,1152.9289999999999,1077.442,1209.211,1264.183,1385.078,1163.2530000000002,1271.652,1152.447,1348.6279999999997
Domestic Extraction Used - Primary Crops - Soybeans,126950.335,130205.62099999998,144357.98400000003,160136.46300000002,157778.522,161298.573,178244.65900000007,181677.707,190651.604,205524.44900000002,214560.79899999994,221966.01100000003,219727.48899999997,231271.58899999998,223411.32899999997,265120.392,261886.30099999998,240971.12900000004,276032.3619999999
Domestic Extraction Used - Primary Crops - Spices nec,923.272,1058.497,1062.7500000000002,1180.854,1210.224,1266.664,1209.691,1120.677,1327.254,1371.0210000000002,1490.0919999999999,1438.406,1572.6059999999998,1575.591,1580.8860000000002,2032.5929999999998,2310.864,2148.296,2157.364
Domestic Extraction Used - Primary Crops - Spinach,6272.968,7155.433000000001,7256.496999999999,7378.791000000001,7616.3200000000015,9445.511000000004,10097.509000000002,11361.592999999999,12544.011,13356.604999999996,14199.38,14955.474999999999,16142.984999999999,18875.193999999992,19749.731000000007,20259.272000000008,21245.931,22255.236999999997,23231.898000000005
"Domestic Extraction Used - Primary Crops - Stone Fruit nec,",362.96400000000006,379.317,402.535,426.875,433.682,437.534,445.677,456.10900000000004,464.876,454.29,511.433,498.5590000000001,474.852,517.881,528.223,559.336,568.382,579.9749999999999,579.27
Domestic Extraction Used - Primary Crops - Strawberries,3588.1270000025697,3594.93899999876,3678.3780000013007,3877.730999996291,4297.64299999589,4467.416000000001,4466.092000000001,4629.255000000001,5041.331,5502.993999999999,5728.680999999999,5840.485,5869.200999999999,6009.758999999999,6614.835999999999,6593.376999999999,6758.581,7294.535,7739.621
Domestic Extraction Used - Primary Crops - String beans,1628.679,1717.664,1694.8310000000004,1709.09,1807.782,1900.7930000000001,1807.57,1913.522,1956.612,2077.193,2070.4269999999997,2158.3,2052.0510000000004,2084.226,2113.937,1992.1680000000003,1923.4129999999998,1978.6490000000001,1883.2049999999997
Domestic Extraction Used - Primary Crops - Sugar Beets,264746.77699999994,264469.294,266690.7949999999,261760.27200000003,259282.96099999995,248272.86599999995,230406.954,259839.81300000002,232627.053,251354.00699999998,252441.76799999995,253687.413,246658.07299999997,221570.082,228083.617,228583.93700000003,278095.36299999995,269617.03,246521.60199999996
Domestic Extraction Used - Primary Crops - Sugar Cane,1167399.675,1222851.749,1251521.6949999998,1272147.9440000001,1278789.906,1255887.842,1261611.6630000002,1331558.0189999999,1378744.953,1340914.2200000002,1314949.962,1419225.396,1613992.8729999997,1727744.481,1686402.9970000002,1692876.3579999998,1800110.746,1837957.9170000001,1910529.776
Domestic Extraction Used - Primary Crops - Sugar Crops nes,771.0,714.762,735.125,768.9939999999999,803.0,758.0,781.0,784.4,879.3,873.8,918.7,970.5,907.72,877.466,899.866,894.976,922.135,910.0,930.0
Domestic Extraction Used - Primary Crops - Sunflower Seed,26297.585,24861.107999999997,23366.716,25061.374000000003,29189.614999999998,26498.408,20549.920000000002,24609.154000000002,27521.344999999998,26150.854000000007,30729.082000000002,31793.232,26486.102,36274.109,32819.899000000005,31519.513,40825.231999999996,37233.773,44551.096
Domestic Extraction Used - Primary Crops - Sweet Potatoes,136096.78199999998,142075.04599999997,121398.848,134738.52200000003,147162.302,139146.12400000004,136204.63,136761.968,130987.81799999998,130865.81,127885.10699999997,106784.45,101282.66599999998,104564.84100000001,104148.64299999997,103284.297,105371.898,101932.567,103109.367
Domestic Extraction Used - Primary Crops - Tallowtree Seeds,780.0,785.0,790.0,800.0,783.134,820.0,835.0,850.0,865.0,870.0,890.0,900.0,920.0,950.0,965.0,941.6,950.0,985.0,995.0
Domestic Extraction Used - Primary Crops - Tang. Mand Clement. Satsma,16153.732999999998,15813.033999999998,19101.121,17656.822,20310.760000000002,18366.494,20902.285999999993,21282.465,21982.370000000003,23413.821,23985.646000000004,26130.914000000004,20327.176,21521.445000000003,22497.667000000005,24073.927,27473.504,27983.47,28678.214000000004
Domestic Extraction Used - Primary Crops - Taro,6231.0419999999995,6421.004999999999,7107.610000000001,9254.068,9651.695000000002,9679.473999999998,9758.047999999999,10419.123,10732.321000000002,10946.954,11436.644999999999,11813.388,11568.050000000001,12072.822999999999,9533.365,9409.648000000001,9426.466,9730.342,10454.340999999999
Domestic Extraction Used - Primary Crops - Tea,2634.611999999999,2706.678,2778.03,3012.204,3099.1849999999995,3014.4419999999996,3135.7779999999993,3222.857,3286.521,3476.5760000000005,3682.119,3727.467,4005.4539999999997,4232.490999999999,4286.824,4606.0689999999995,4771.205,5034.968000000001,5345.523000000001
Domestic Extraction Used - Primary Crops - Tea nes,160.0,165.0,168.0,169.004,170.101,172.104,173.193,173.055,173.1,175.11,193.393,199.35,207.07500000000002,211.875,213.2,214.392,215.22,215.23,215.23
Domestic Extraction Used - Primary Crops - Tobacco Leaves,6285.959,7430.682,9028.214000000002,6940.433,6991.848000000001,6737.540999999997,6154.724000000001,6517.126,6028.960000000002,6590.378999999999,6757.698000000001,6598.513000000002,6187.3899999999985,6594.877000000001,7056.889999999999,6889.9209999999985,7448.826999999999,7248.3189999999995,7435.068000000001
Domestic Extraction Used - Primary Crops - Tomatoes,87438.94600000301,93542.69399998982,89833.32500000169,95982.043000005,109323.90499998239,110398.92299999998,108262.54700000002,116532.29000000002,119479.99299999999,128414.18600000002,129374.84900000002,131285.091,137496.301,141101.75799999994,154406.466,152082.96,158207.312,161326.82700000002,163963.768
Domestic Extraction Used - Primary Crops - Triticale,6187.402,7439.460999999998,7919.326,8754.571999999998,8305.464999999998,9105.528,10811.777999999998,11416.035999999998,11027.089,14035.859999999999,13367.942000000001,10809.773999999998,12353.384000000002,14226.241,15833.429999999998,13743.442,13436.140999999994,13690.285000000002,14540.419
Domestic Extraction Used - Primary Crops - Tung Nuts,459.562,462.52400000000006,531.2639999999999,493.156,505.369,499.365,469.04,430.219,415.081,439.59700000000004,429.85099999999994,447.46099999999996,429.06000000000006,431.43700000000007,429.02699999999993,495.841,500.21900000000005,494.20799999999997,468.03799999999995
Domestic Extraction Used - Primary Crops - Vanilla,3.784,4.0969999999999995,4.034,4.677999999999999,4.3549999999999995,3.984,4.726,5.4079999999999995,4.826999999999999,5.811,7.459,9.076,9.355,9.343,9.584,8.371,8.868,8.548,8.342
Domestic Extraction Used - Primary Crops - Vegetables Fresh nec,165955.53999999998,172054.17799999999,169007.30800000002,178610.361,190347.39100000003,214021.09,229110.121,228432.00800000003,239666.9,227084.696,233565.655,242469.44099999996,244887.843,248874.52300000002,247932.46699999998,260853.58800000008,263743.99899999995,275380.37599999993,280310.039
Domestic Extraction Used - Primary Crops - Vetches,965.3320000000001,1194.3010000000002,1152.422,860.906,878.1330000000002,1019.792,1180.011,1201.723,1302.0169999999998,1276.327,1081.182,1195.6270000000002,974.131,962.303,831.192,738.55,931.3880000000001,940.953,749.7659999999998
Domestic Extraction Used - Primary Crops - Walnuts,1060.618,1081.3249999999998,1127.2220000000002,1181.512,1246.9350000000002,1280.467,1323.697,1411.3740000000003,1535.902,1563.6219999999998,1783.813,1766.0069999999998,2045.7459999999999,2424.53,2648.796,2943.573,3307.7290000000003,3425.834,3458.045
Domestic Extraction Used - Primary Crops - Watermelons,41517.812,47057.774,59247.55100000001,60647.671,73118.36099999999,76547.523,83040.818,90609.94800000002,87522.572,88264.63799999999,91256.692,94541.17699999997,94156.802,94658.01800000003,98648.15699999999,101348.447,103351.65599999997,106523.27200000003,109278.715
Domestic Extraction Used - Primary Crops - Wheat,542703.7919999699,585196.4680001,613367.68399994,593527.2140001801,587618.07000027,585690.8859999999,589832.752,574743.2649999999,560128.8360000001,632144.104,626739.4589999999,602331.5469999999,612874.0120000001,683207.0299999999,686720.279,649325.4439999999,699373.3879999999,671481.923,715909.258
Domestic Extraction Used - Primary Crops - Yams,33244.684,34089.839,35557.241,37053.861,38949.087,39550.205,40030.136999999995,42310.436,44258.592,46955.25,49176.729,53016.12100000001,47420.878,52902.511,47700.653999999995,56723.11,53131.602,53838.849,63050.633
Domestic Extraction Used - Primary Crops - Yautia,258.041,244.893,244.959,247.194,326.894,328.99,337.992,493.671,461.912,485.402,427.231,386.268,416.195,452.13,419.192,340.918,371.815,405.642,475.373
Unused Domestic Extraction - Primary Crops - Rice,336070.58190000005,349613.21150000003,354025.41337500006,356969.230225,377914.37697499996,371220.2359249999,374016.78024999995,353164.62457499997,368430.1979,377527.64560000005,396460.5535999999,401022.080175,411320.26394999993,431417.681275,429169.5896750001,440208.01647499995,453895.8974,461275.37922500004,465633.45022500004
